,OccupiedSpaces,FreeSpaces,NumDrivers,CarsInside,CarsWaitingAtGate,ParkingOccupancy,AvgParkingOccupancy
853,55,45,69,60,0,0.55,0.6271545667447325
854,55,45,69,60,0,0.55,0.6270643274853819
855,55,45,69,59,0,0.55,0.6269742990654222
856,54,46,69,59,0,0.54,0.6268728121353575
857,54,46,70,60,0,0.54,0.6267715617715633
858,55,45,70,60,0,0.55,0.6266821885913868
859,56,44,70,60,0,0.56,0.6266046511627922
860,56,44,70,61,0,0.56,0.6265272938443684
861,56,44,70,61,0,0.56,0.626450116009282
862,58,42,70,62,0,0.58,0.6263962920046363
863,58,42,71,62,0,0.58,0.626342592592594
864,58,42,71,62,0,0.58,0.6262890173410419
865,56,44,72,62,0,0.56,0.6262124711316411
866,56,44,72,62,0,0.56,0.6261361014994247
867,56,44,73,62,0,0.56,0.6260599078341026
868,57,43,73,61,0,0.57,0.6259953970080565
869,57,43,74,62,0,0.57,0.62593103448276
870,57,43,73,61,1,0.57,0.6258668197474182
871,55,45,73,61,0,0.55,0.6257798165137628
872,55,45,72,60,1,0.55,0.6256930126002305
873,55,45,72,60,0,0.55,0.6256064073226557
874,55,45,72,60,0,0.55,0.6255200000000012
875,55,45,72,60,1,0.55,0.6254337899543391
876,55,45,72,61,0,0.55,0.6253477765108335
877,56,44,73,61,0,0.56,0.6252733485193632
878,55,45,73,62,0,0.55,0.6251877133105812
879,55,45,73,62,0,0.55,0.6251022727272737
880,54,46,72,61,0,0.54,0.6250056753688998
881,53,47,72,62,0,0.53,0.6248979591836743
882,51,49,72,61,0,0.51,0.6247678369195931
883,51,49,73,61,0,0.51,0.6246380090497746
884,52,48,72,61,1,0.52,0.6245197740113002
885,52,48,72,61,1,0.52,0.6244018058690753
886,52,48,71,60,0,0.52,0.6242841037204067
887,52,48,72,61,0,0.52,0.6241666666666674
888,52,48,72,61,0,0.52,0.6240494938132741
889,52,48,72,61,0,0.52,0.6239325842696636
890,51,49,72,62,0,0.51,0.6238047138047145
891,53,47,72,62,0,0.53,0.6236995515695074
892,52,48,72,63,0,0.52,0.6235834266517364
893,52,48,73,63,0,0.52,0.6234675615212534
894,53,47,72,62,0,0.53,0.6233631284916207
895,53,47,71,61,0,0.53,0.6232589285714292
896,54,46,72,61,0,0.54,0.6231661092530663
897,52,48,71,60,0,0.52,0.6230512249443212
898,52,48,71,60,0,0.52,0.6229365962180206
899,53,47,71,60,0,0.53,0.6228333333333338
900,53,47,71,61,0,0.53,0.6227302996670371
901,54,46,70,60,1,0.54,0.6226385809312642
902,54,46,70,60,0,0.54,0.6225470653377634
903,54,46,70,61,1,0.54,0.6224557522123897
904,54,46,70,61,2,0.54,0.6223646408839781
905,53,47,69,60,0,0.53,0.6222626931567331
906,54,46,69,61,1,0.54,0.6221719955898568
907,54,46,69,61,1,0.54,0.622081497797357
908,55,45,68,60,0,0.55,0.6220022002200221
909,55,45,68,61,0,0.55,0.621923076923077
910,56,44,68,61,0,0.56,0.6218551042810099
911,55,45,68,61,0,0.55,0.6217763157894737
912,55,45,67,61,0,0.55,0.6216976998904709
913,55,45,67,61,0,0.55,0.6216192560175053
914,54,46,66,60,0,0.54,0.6215300546448086
915,54,46,66,60,0,0.54,0.6214410480349343
916,53,47,66,60,0,0.53,0.6213413304252996
917,53,47,66,61,0,0.53,0.6212418300653592
918,53,47,66,61,1,0.53,0.6211425462459191
919,54,46,66,61,0,0.54,0.6210543478260866
920,54,46,66,62,0,0.54,0.6209663409337672
921,54,46,66,62,1,0.54,0.6208785249457697
922,55,45,65,61,0,0.55,0.6208017334777893
923,55,45,65,62,0,0.55,0.6207251082251077
924,55,45,64,61,0,0.55,0.6206486486486481
925,55,45,64,61,0,0.55,0.6205723542116625
926,55,45,63,60,0,0.55,0.6204962243797189
927,55,45,63,60,0,0.55,0.620420258620689
928,55,45,62,60,0,0.55,0.6203444564047355
929,55,45,62,60,0,0.55,0.6202688172043003
930,56,44,62,60,0,0.56,0.6202040816326522
931,56,44,62,61,0,0.56,0.6201394849785399
932,56,44,62,61,1,0.56,0.620075026795283
933,57,43,62,61,0,0.57,0.6200214132762303
934,57,43,61,61,0,0.57,0.6199679144385017
935,57,43,61,61,0,0.57,0.6199145299145291
936,57,43,61,61,0,0.57,0.6198612593383129
937,58,42,61,61,0,0.58,0.6198187633262253
938,58,42,61,61,0,0.58,0.6197763578274753
939,58,42,61,61,0,0.58,0.6197340425531909
940,56,44,61,61,0,0.56,0.619670563230605
941,56,44,61,61,0,0.56,0.619607218683651
942,57,43,61,61,0,0.57,0.619554612937433
943,57,43,61,61,0,0.57,0.6195021186440671
944,56,44,61,61,0,0.56,0.6194391534391527
945,55,45,61,61,0,0.55,0.6193657505285405
946,55,45,61,61,0,0.55,0.6192925026399148
947,55,45,61,61,0,0.55,0.6192194092826996
948,55,45,61,61,0,0.55,0.6191464699683868
949,54,46,60,60,0,0.54,0.6190631578947359
950,54,46,60,60,0,0.54,0.6189800210304932
951,54,46,59,59,0,0.54,0.6188970588235284
952,54,46,59,59,0,0.54,0.6188142707240283
953,54,46,58,58,0,0.54,0.6187316561844853
954,54,46,58,58,0,0.54,0.6186492146596847
955,54,46,57,57,0,0.54,0.6185669456066933
956,54,46,57,57,0,0.54,0.6184848484848473
957,54,46,57,57,0,0.54,0.6184029227557399
958,54,46,56,56,0,0.54,0.6183211678832105
959,54,46,56,56,0,0.54,0.6182395833333321
960,54,46,56,56,0,0.54,0.6181581685744003
961,53,47,56,56,0,0.53,0.6180665280665267
962,53,47,55,55,0,0.53,0.6179750778816185
963,53,47,55,55,0,0.53,0.6178838174273844
964,53,47,54,54,0,0.53,0.6177927461139882
965,53,47,54,54,0,0.53,0.6177018633540358
966,52,48,54,54,0,0.52,0.6176008273009292
967,52,48,54,54,0,0.52,0.6174999999999985
968,52,48,54,54,0,0.52,0.617399380804952
969,52,48,53,53,0,0.52,0.6172989690721634
970,51,49,53,53,0,0.51,0.6171884654994835
971,51,49,53,53,0,0.51,0.6170781893004099
972,51,49,53,53,0,0.51,0.6169681397738936
973,51,49,53,53,0,0.51,0.6168583162217643
974,49,51,53,53,0,0.49,0.6167282051282036
975,49,51,53,53,0,0.49,0.6165983606557361
976,49,51,52,52,0,0.49,0.6164687819856689
977,49,51,52,52,0,0.49,0.616339468302657
978,49,51,51,51,0,0.49,0.616210418794687
979,49,51,51,51,0,0.49,0.6160816326530597
980,48,52,50,50,0,0.48,0.6159429153924552
981,48,52,50,50,0,0.48,0.6158044806517297
982,48,52,50,50,0,0.48,0.6156663275686659
983,48,52,50,50,0,0.48,0.6155284552845514
984,48,52,50,50,0,0.48,0.615390862944161
985,48,52,50,50,0,0.48,0.615253549695739
986,48,52,50,50,0,0.48,0.6151165146909814
987,48,52,50,50,0,0.48,0.6149797570850188
988,48,52,50,50,0,0.48,0.6148432760363991
989,48,52,50,50,0,0.48,0.6147070707070694
990,48,52,49,49,0,0.48,0.6145711402623599
991,48,52,49,49,0,0.48,0.6144354838709665
992,48,52,49,49,0,0.48,0.6143001007049332
993,48,52,49,49,0,0.48,0.6141649899396366
994,48,52,49,49,0,0.48,0.6140301507537677
995,48,52,49,49,0,0.48,0.6138955823293161
996,48,52,48,48,0,0.48,0.6137612838515535
997,47,53,48,48,0,0.47,0.6136172344689367
998,47,53,48,48,0,0.47,0.6134734734734724
999,47,53,48,48,0,0.47,0.6133299999999989
